time_ns,n,split,node1_consumers,node2_consumers
1105554779,90000,7500,1,0
318344817,90000,7500,1,0
162755418,90000,7500,1,0
103935487,90000,7500,1,0
80064550,90000,7500,1,0
56191246,90000,7500,1,0
37612022,90000,7500,1,0
18438690,90000,7500,1,0
15905537,90000,7500,1,0
14100314,90000,7500,1,0
14958120,90000,7500,1,0
13675556,90000,7500,1,0
11209116,90000,7500,1,0
15667103,90000,7500,1,0
15204054,90000,7500,1,0
11910598,90000,7500,1,0
10619744,90000,7500,1,0
10921339,90000,7500,1,0
13780167,90000,7500,1,0
13158820,90000,7500,1,0
12705638,90000,7500,1,0
10444473,90000,7500,1,0
9400735,90000,7500,1,0
20334312,90000,7500,1,0
14956541,90000,7500,1,0
8992952,90000,7500,1,0
12482206,90000,7500,1,0
10481975,90000,7500,1,0
7631041,90000,7500,1,0
10352494,90000,7500,1,0
14309929,90000,7500,1,0
369844774,90000,7500,0,1
325339115,90000,7500,0,1
128741207,90000,7500,0,1
86987004,90000,7500,0,1
73642649,90000,7500,0,1
44720011,90000,7500,0,1
28540119,90000,7500,0,1
25286929,90000,7500,0,1
16540700,90000,7500,0,1
14991280,90000,7500,0,1
11960733,90000,7500,0,1
14491123,90000,7500,0,1
10470132,90000,7500,0,1
8760440,90000,7500,0,1
8111460,90000,7500,0,1
26863587,90000,7500,0,1
8825575,90000,7500,0,1
8174226,90000,7500,0,1
7657885,90000,7500,0,1
14453226,90000,7500,0,1
8788073,90000,7500,0,1
8493190,90000,7500,0,1
7308131,90000,7500,0,1
7114699,90000,7500,0,1
6614148,90000,7500,0,1
6619675,90000,7500,0,1
6616911,90000,7500,0,1
11708483,90000,7500,0,1
7374844,90000,7500,0,1
9585876,90000,7500,0,1
6583357,90000,7500,0,1
341961530,90000,7500,1,1
147903487,90000,7500,1,1
94496460,90000,7500,1,1
78886202,90000,7500,1,1
46465230,90000,7500,1,1
41211809,90000,7500,1,1
28242867,90000,7500,1,1
27708761,90000,7500,1,1
20752359,90000,7500,1,1
21424630,90000,7500,1,1
19277153,90000,7500,1,1
10924102,90000,7500,1,1
10750409,90000,7500,1,1
11118322,90000,7500,1,1
11676508,90000,7500,1,1
12567474,90000,7500,1,1
15944617,90000,7500,1,1
8158831,90000,7500,1,1
11503210,90000,7500,1,1
10281438,90000,7500,1,1
10076954,90000,7500,1,1
13120133,90000,7500,1,1
9089667,90000,7500,1,1
14928909,90000,7500,1,1
10441709,90000,7500,1,1
11500841,90000,7500,1,1
9036375,90000,7500,1,1
11303463,90000,7500,1,1
9028085,90000,7500,1,1
10588163,90000,7500,1,1
9943921,90000,7500,1,1
348960172,90000,7500,2,1
175540402,90000,7500,2,1
123051185,90000,7500,2,1
89036975,90000,7500,2,1
51467193,90000,7500,2,1
40261629,90000,7500,2,1
35412832,90000,7500,2,1
21227646,90000,7500,2,1
15939091,90000,7500,2,1
12998943,90000,7500,2,1
12591159,90000,7500,2,1
16249369,90000,7500,2,1
10169721,90000,7500,2,1
9296915,90000,7500,2,1
9772596,90000,7500,2,1
11394652,90000,7500,2,1
8051852,90000,7500,2,1
11246223,90000,7500,2,1
9451264,90000,7500,2,1
6978508,90000,7500,2,1
7236285,90000,7500,2,1
9844837,90000,7500,2,1
7395372,90000,7500,2,1
11594793,90000,7500,2,1
10499738,90000,7500,2,1
11380045,90000,7500,2,1
9962079,90000,7500,2,1
7006142,90000,7500,2,1
11107269,90000,7500,2,1
12046000,90000,7500,2,1
10686458,90000,7500,2,1
335759902,90000,7500,1,2
