time_ns,n,split,node1_consumers,node2_consumers
413266430,90000,7500,1,0
183108282,90000,7500,1,0
135842486,90000,7500,1,0
96098778,90000,7500,1,0
67646690,90000,7500,1,0
46665372,90000,7500,1,0
30445214,90000,7500,1,0
26158552,90000,7500,1,0
22936153,90000,7500,1,0
21546610,90000,7500,1,0
19429135,90000,7500,1,0
17446666,90000,7500,1,0
16469249,90000,7500,1,0
15329587,90000,7500,1,0
12555236,90000,7500,1,0
11012133,90000,7500,1,0
10470921,90000,7500,1,0
14456384,90000,7500,1,0
13755297,90000,7500,1,0
6991536,90000,7500,1,0
12742746,90000,7500,1,0
13567787,90000,7500,1,0
7817761,90000,7500,1,0
7262339,90000,7500,1,0
6567172,90000,7500,1,0
15899615,90000,7500,1,0
13431991,90000,7500,1,0
13067631,90000,7500,1,0
5551068,90000,7500,1,0
13387383,90000,7500,1,0
13712269,90000,7500,1,0
362880871,90000,7500,0,1
184080963,90000,7500,0,1
111658902,90000,7500,0,1
96004825,90000,7500,0,1
107545537,90000,7500,0,1
33927364,90000,7500,0,1
20531690,90000,7500,0,1
21241068,90000,7500,0,1
14854694,90000,7500,0,1
13446991,90000,7500,0,1
13181716,90000,7500,0,1
15557361,90000,7500,0,1
10226961,90000,7500,0,1
7801181,90000,7500,0,1
8177385,90000,7500,0,1
7936978,90000,7500,0,1
9842073,90000,7500,0,1
7705256,90000,7500,0,1
8618328,90000,7500,0,1
6284921,90000,7500,0,1
11757434,90000,7500,0,1
5491460,90000,7500,0,1
9864970,90000,7500,0,1
6852976,90000,7500,0,1
5270791,90000,7500,0,1
9722068,90000,7500,0,1
4853138,90000,7500,0,1
11982444,90000,7500,0,1
5657652,90000,7500,0,1
9634826,90000,7500,0,1
5992801,90000,7500,0,1
352290339,90000,7500,1,1
181018835,90000,7500,1,1
113798088,90000,7500,1,1
76698066,90000,7500,1,1
38622204,90000,7500,1,1
43520345,90000,7500,1,1
40269129,90000,7500,1,1
26252899,90000,7500,1,1
26925564,90000,7500,1,1
17361399,90000,7500,1,1
17453377,90000,7500,1,1
16171602,90000,7500,1,1
12093371,90000,7500,1,1
14770611,90000,7500,1,1
6575067,90000,7500,1,1
12389833,90000,7500,1,1
5619361,90000,7500,1,1
11492552,90000,7500,1,1
5229736,90000,7500,1,1
11894414,90000,7500,1,1
4978277,90000,7500,1,1
11296752,90000,7500,1,1
5057623,90000,7500,1,1
11413600,90000,7500,1,1
4963671,90000,7500,1,1
11009369,90000,7500,1,1
5283818,90000,7500,1,1
11416758,90000,7500,1,1
5146049,90000,7500,1,1
11114375,90000,7500,1,1
7701703,90000,7500,1,1
353587509,90000,7500,2,1
191442781,90000,7500,2,1
122065872,90000,7500,2,1
70158526,90000,7500,2,1
39466984,90000,7500,2,1
26861218,90000,7500,2,1
29581092,90000,7500,2,1
24613474,90000,7500,2,1
13347908,90000,7500,2,1
15992383,90000,7500,2,1
9686539,90000,7500,2,1
9390078,90000,7500,2,1
8133567,90000,7500,2,1
14812850,90000,7500,2,1
9940763,90000,7500,2,1
9980633,90000,7500,2,1
9593377,90000,7500,2,1
7409188,90000,7500,2,1
10105771,90000,7500,2,1
6672178,90000,7500,2,1
8023035,90000,7500,2,1
6614148,90000,7500,2,1
5526988,90000,7500,2,1
10875152,90000,7500,2,1
5613835,90000,7500,2,1
10043004,90000,7500,2,1
5438169,90000,7500,2,1
11017659,90000,7500,2,1
4806163,90000,7500,2,1
10818307,90000,7500,2,1
4815637,90000,7500,2,1
379018525,90000,7500,1,2
135885514,90000,7500,1,2
63757152,90000,7500,1,2
73770550,90000,7500,1,2
70572232,90000,7500,1,2
29470166,90000,7500,1,2
45221747,90000,7500,1,2
33539317,90000,7500,1,2
16302267,90000,7500,1,2
18337237,90000,7500,1,2
17748260,90000,7500,1,2
14835746,90000,7500,1,2
13033286,90000,7500,1,2
12034552,90000,7500,1,2
10363942,90000,7500,1,2
9815230,90000,7500,1,2
9906025,90000,7500,1,2
9482450,90000,7500,1,2
11199642,90000,7500,1,2
9458370,90000,7500,1,2
20588930,90000,7500,1,2
9076246,90000,7500,1,2
9302442,90000,7500,1,2
9320205,90000,7500,1,2
6495721,90000,7500,1,2
8086591,90000,7500,1,2
8197912,90000,7500,1,2
6672967,90000,7500,1,2
8718201,90000,7500,1,2
6770472,90000,7500,1,2
9591403,90000,7500,1,2
360900377,90000,7500,3,2
143590375,90000,7500,3,2
65646457,90000,7500,3,2
80440359,90000,7500,3,2
79152267,90000,7500,3,2
26880956,90000,7500,3,2
27680734,90000,7500,3,2
26831612,90000,7500,3,2
22050713,90000,7500,3,2
16335427,90000,7500,3,2
14234926,90000,7500,3,2
13302906,90000,7500,3,2
9692066,90000,7500,3,2
9819573,90000,7500,3,2
8393711,90000,7500,3,2
7164439,90000,7500,3,2
7826840,90000,7500,3,2
7319578,90000,7500,3,2
12829987,90000,7500,3,2
7846184,90000,7500,3,2
6917716,90000,7500,3,2
5373428,90000,7500,3,2
6891662,90000,7500,3,2
6671388,90000,7500,3,2
6333082,90000,7500,3,2
8126461,90000,7500,3,2
7151412,90000,7500,3,2
13338828,90000,7500,3,2
11137665,90000,7500,3,2
5919376,90000,7500,3,2
12771957,90000,7500,3,2
378562185,90000,7500,4,2
158614420,90000,7500,4,2
109795650,90000,7500,4,2
66818885,90000,7500,4,2
82251108,90000,7500,4,2
36231558,90000,7500,4,2
26402116,90000,7500,4,2
22481393,90000,7500,4,2
20830915,90000,7500,4,2
17357056,90000,7500,4,2
15265636,90000,7500,4,2
12892359,90000,7500,4,2
9868522,90000,7500,4,2
7518930,90000,7500,4,2
7063776,90000,7500,4,2
14593760,90000,7500,4,2
8535824,90000,7500,4,2
8001717,90000,7500,4,2
12943677,90000,7500,4,2
8565036,90000,7500,4,2
7589987,90000,7500,4,2
5615414,90000,7500,4,2
8004877,90000,7500,4,2
8403581,90000,7500,4,2
11308990,90000,7500,4,2
8055010,90000,7500,4,2
7711967,90000,7500,4,2
5073413,90000,7500,4,2
6477167,90000,7500,4,2
7255628,90000,7500,4,2
6965877,90000,7500,4,2
376196804,90000,7500,2,2
178562659,90000,7500,2,2
129483351,90000,7500,2,2
76144222,90000,7500,2,2
81296586,90000,7500,2,2
27280055,90000,7500,2,2
27117416,90000,7500,2,2
31778702,90000,7500,2,2
18589487,90000,7500,2,2
20704594,90000,7500,2,2
12751825,90000,7500,2,2
11549002,90000,7500,2,2
14887459,90000,7500,2,2
8772283,90000,7500,2,2
9045455,90000,7500,2,2
7854079,90000,7500,2,2
7848947,90000,7500,2,2
7396951,90000,7500,2,2
12088633,90000,7500,2,2
6785078,90000,7500,2,2
6706521,90000,7500,2,2
5144469,90000,7500,2,2
9734700,90000,7500,2,2
6929164,90000,7500,2,2
11863228,90000,7500,2,2
6804816,90000,7500,2,2
6580199,90000,7500,2,2
7225627,90000,7500,2,2
6485458,90000,7500,2,2
6210312,90000,7500,2,2
5123547,90000,7500,2,2
532238199,180000,7500,1,0
170005913,180000,7500,1,0
148062968,180000,7500,1,0
106913137,180000,7500,1,0
57297353,180000,7500,1,0
54603929,180000,7500,1,0
34277512,180000,7500,1,0
31573035,180000,7500,1,0
26993857,180000,7500,1,0
18896608,180000,7500,1,0
11307411,180000,7500,1,0
10356836,180000,7500,1,0
14202161,180000,7500,1,0
14481649,180000,7500,1,0
13587131,180000,7500,1,0
8843734,180000,7500,1,0
11443602,180000,7500,1,0
13829116,180000,7500,1,0
10521844,180000,7500,1,0
8302522,180000,7500,1,0
10706986,180000,7500,1,0
4720895,180000,7500,1,0
11426232,180000,7500,1,0
5069466,180000,7500,1,0
12591160,180000,7500,1,0
