time_ns,n,split,node1_consumers,node2_consumers
420993397,90000,7500,1,0
190199297,90000,7500,1,0
120445791,90000,7500,1,0
103475201,90000,7500,1,0
66166352,90000,7500,1,0
48289006,90000,7500,1,0
29715704,90000,7500,1,0
35307432,90000,7500,1,0
21798859,90000,7500,1,0
13340802,90000,7500,1,0
19723623,90000,7500,1,0
15180369,90000,7500,1,0
10268805,90000,7500,1,0
15135366,90000,7500,1,0
17785368,90000,7500,1,0
10395917,90000,7500,1,0
7124568,90000,7500,1,0
8373184,90000,7500,1,0
11337411,90000,7500,1,0
10706591,90000,7500,1,0
9043876,90000,7500,1,0
19956530,90000,7500,1,0
11779934,90000,7500,1,0
13929779,90000,7500,1,0
10759093,90000,7500,1,0
9971159,90000,7500,1,0
5882664,90000,7500,1,0
6771656,90000,7500,1,0
10504476,90000,7500,1,0
7616041,90000,7500,1,0
15505648,90000,7500,1,0
395500010,90000,7500,0,1
186848997,90000,7500,0,1
97880709,90000,7500,0,1
54635115,90000,7500,0,1
31858838,90000,7500,0,1
34196982,90000,7500,0,1
16336611,90000,7500,0,1
16685180,90000,7500,0,1
20772886,90000,7500,0,1
12532340,90000,7500,0,1
11807962,90000,7500,0,1
15275110,90000,7500,0,1
7883686,90000,7500,0,1
7591565,90000,7500,0,1
6634281,90000,7500,0,1
6445192,90000,7500,0,1
6181495,90000,7500,0,1
11628743,90000,7500,0,1
5641863,90000,7500,0,1
10669484,90000,7500,0,1
6231629,90000,7500,0,1
8075537,90000,7500,0,1
5677785,90000,7500,0,1
14411382,90000,7500,0,1
8216861,90000,7500,0,1
12601029,90000,7500,0,1
13799114,90000,7500,0,1
8245678,90000,7500,0,1
7719072,90000,7500,0,1
14908776,90000,7500,0,1
8831891,90000,7500,0,1
346484652,90000,7500,2,1
172202734,90000,7500,2,1
130289839,90000,7500,2,1
89092636,90000,7500,2,1
45184640,90000,7500,2,1
34898859,90000,7500,2,1
27411905,90000,7500,2,1
23578422,90000,7500,2,1
13572919,90000,7500,2,1
18374345,90000,7500,2,1
9968001,90000,7500,2,1
12600634,90000,7500,2,1
13783719,90000,7500,2,1
16413193,90000,7500,2,1
11942180,90000,7500,2,1
15692762,90000,7500,2,1
10211171,90000,7500,2,1
6808763,90000,7500,2,1
8992557,90000,7500,2,1
11610978,90000,7500,2,1
9352181,90000,7500,2,1
9834573,90000,7500,2,1
8855577,90000,7500,2,1
6653229,90000,7500,2,1
10287754,90000,7500,2,1
13030524,90000,7500,2,1
9302836,90000,7500,2,1
9956158,90000,7500,2,1
9386130,90000,7500,2,1
7338527,90000,7500,2,1
8516875,90000,7500,2,1
350404586,90000,7500,1,2
142374525,90000,7500,1,2
69424279,90000,7500,1,2
78450785,90000,7500,1,2
70222477,90000,7500,1,2
45907834,90000,7500,1,2
26155788,90000,7500,1,2
32711118,90000,7500,1,2
20793019,90000,7500,1,2
18952664,90000,7500,1,2
13293826,90000,7500,1,2
11480313,90000,7500,1,2
16586491,90000,7500,1,2
8638066,90000,7500,1,2
8533850,90000,7500,1,2
10638298,90000,7500,1,2
8985057,90000,7500,1,2
7265102,90000,7500,1,2
6975351,90000,7500,1,2
7139174,90000,7500,1,2
6817448,90000,7500,1,2
10549083,90000,7500,1,2
7295498,90000,7500,1,2
6513091,90000,7500,1,2
13553576,90000,7500,1,2
7708413,90000,7500,1,2
7571433,90000,7500,1,2
6613754,90000,7500,1,2
7311683,90000,7500,1,2
6491774,90000,7500,1,2
10930417,90000,7500,1,2
342704857,90000,7500,3,2
144345939,90000,7500,3,2
79357936,90000,7500,3,2
65958315,90000,7500,3,2
72006777,90000,7500,3,2
46404832,90000,7500,3,2
42963738,90000,7500,3,2
39176837,90000,7500,3,2
22187299,90000,7500,3,2
12769195,90000,7500,3,2
13175399,90000,7500,3,2
11595188,90000,7500,3,2
12299828,90000,7500,3,2
12539840,90000,7500,3,2
11657165,90000,7500,3,2
8458451,90000,7500,3,2
11243460,90000,7500,3,2
10127088,90000,7500,3,2
10309861,90000,7500,3,2
10043399,90000,7500,3,2
8386211,90000,7500,3,2
13307643,90000,7500,3,2
9401525,90000,7500,3,2
9753648,90000,7500,3,2
13908067,90000,7500,3,2
9214016,90000,7500,3,2
8878078,90000,7500,3,2
13665687,90000,7500,3,2
9310337,90000,7500,3,2
9056113,90000,7500,3,2
13675556,90000,7500,3,2
356543053,90000,7500,4,2
151253392,90000,7500,4,2
82604810,90000,7500,4,2
69020048,90000,7500,4,2
78227747,90000,7500,4,2
33551555,90000,7500,4,2
21426999,90000,7500,4,2
33591425,90000,7500,4,2
27577307,90000,7500,4,2
18357370,90000,7500,4,2
17858793,90000,7500,4,2
15286952,90000,7500,4,2
10469342,90000,7500,4,2
25258507,90000,7500,4,2
10982920,90000,7500,4,2
11233986,90000,7500,4,2
10879099,90000,7500,4,2
10736592,90000,7500,4,2
11175956,90000,7500,4,2
9682592,90000,7500,4,2
9317837,90000,7500,4,2
13259877,90000,7500,4,2
10659615,90000,7500,4,2
9042692,90000,7500,4,2
13555550,90000,7500,4,2
9879576,90000,7500,4,2
9212042,90000,7500,4,2
12529577,90000,7500,4,2
9138618,90000,7500,4,2
22486525,90000,7500,4,2
11374124,90000,7500,4,2
348484884,90000,7500,2,2
115906879,90000,7500,2,2
65595534,90000,7500,2,2
69567576,90000,7500,2,2
43387707,90000,7500,2,2
60248554,90000,7500,2,2
26200790,90000,7500,2,2
17496800,90000,7500,2,2
19607170,90000,7500,2,2
16936246,90000,7500,2,2
19257811,90000,7500,2,2
16577017,90000,7500,2,2
16215420,90000,7500,2,2
13183294,90000,7500,2,2
11372940,90000,7500,2,2
6912979,90000,7500,2,2
14573627,90000,7500,2,2
10970288,90000,7500,2,2
10055243,90000,7500,2,2
7858816,90000,7500,2,2
7368133,90000,7500,2,2
8786099,90000,7500,2,2
7364581,90000,7500,2,2
7354712,90000,7500,2,2
9873259,90000,7500,2,2
7307341,90000,7500,2,2
17796420,90000,7500,2,2
9952605,90000,7500,2,2
8503454,90000,7500,2,2
8330945,90000,7500,2,2
14966015,90000,7500,2,2
521938998,180000,7500,1,0
181598733,180000,7500,1,0
121538477,180000,7500,1,0
94088677,180000,7500,1,0
62554723,180000,7500,1,0
45586502,180000,7500,1,0
