time_ns,n,split,node1_consumers,node2_consumers
1548450857,90000,7500,1,0
588352467,90000,7500,1,0
606944323,90000,7500,1,0
219848682,90000,7500,1,0
128448693,90000,7500,1,0
103454279,90000,7500,1,0
54139300,90000,7500,1,0
38394825,90000,7500,1,0
26556467,90000,7500,1,0
22788514,90000,7500,1,0
16660706,90000,7500,1,0
15842770,90000,7500,1,0
14549152,90000,7500,1,0
13726874,90000,7500,1,0
9983791,90000,7500,1,0
10475264,90000,7500,1,0
10073401,90000,7500,1,0
7845000,90000,7500,1,0
6498485,90000,7500,1,0
6731785,90000,7500,1,0
6385979,90000,7500,1,0
6171626,90000,7500,1,0
5979380,90000,7500,1,0
7196020,90000,7500,1,0
6909031,90000,7500,1,0
6645728,90000,7500,1,0
7460112,90000,7500,1,0
20969476,90000,7500,1,0
6509933,90000,7500,1,0
5836872,90000,7500,1,0
10897653,90000,7500,1,0
2034783590,90000,7500,0,1
671845875,90000,7500,0,1
344143745,90000,7500,0,1
269990281,90000,7500,0,1
201537893,90000,7500,0,1
102428306,90000,7500,0,1
88028766,90000,7500,0,1
48100707,90000,7500,0,1
45159375,90000,7500,0,1
38280739,90000,7500,0,1
20273519,90000,7500,0,1
29841632,90000,7500,0,1
13747402,90000,7500,0,1
37062521,90000,7500,0,1
19666778,90000,7500,0,1
16603072,90000,7500,0,1
18156045,90000,7500,0,1
12405623,90000,7500,0,1
13818458,90000,7500,0,1
15414459,90000,7500,0,1
10324467,90000,7500,0,1
16449906,90000,7500,0,1
7438005,90000,7500,0,1
6630333,90000,7500,0,1
9486793,90000,7500,0,1
21861625,90000,7500,0,1
8141067,90000,7500,0,1
24716111,90000,7500,0,1
10034320,90000,7500,0,1
15712895,90000,7500,0,1
8162384,90000,7500,0,1
749898350,90000,7500,1,1
447445253,90000,7500,1,1
216081914,90000,7500,1,1
151392346,90000,7500,1,1
155374651,90000,7500,1,1
110664905,90000,7500,1,1
113571893,90000,7500,1,1
44988840,90000,7500,1,1
37909274,90000,7500,1,1
24781246,90000,7500,1,1
26234345,90000,7500,1,1
25584575,90000,7500,1,1
14720082,90000,7500,1,1
14235321,90000,7500,1,1
12397334,90000,7500,1,1
12435230,90000,7500,1,1
10821860,90000,7500,1,1
16254501,90000,7500,1,1
9726804,90000,7500,1,1
12370095,90000,7500,1,1
15168920,90000,7500,1,1
15587758,90000,7500,1,1
8323050,90000,7500,1,1
8236993,90000,7500,1,1
13829117,90000,7500,1,1
16672153,90000,7500,1,1
10211565,90000,7500,1,1
6790604,90000,7500,1,1
12040079,90000,7500,1,1
7245365,90000,7500,1,1
9184015,90000,7500,1,1
698752490,90000,7500,2,1
371434064,90000,7500,2,1
376480238,90000,7500,2,1
180191425,90000,7500,2,1
148537071,90000,7500,2,1
94877400,90000,7500,2,1
68043815,90000,7500,2,1
80109552,90000,7500,2,1
35048867,90000,7500,2,1
31517768,90000,7500,2,1
28160758,90000,7500,2,1
18354212,90000,7500,2,1
15385642,90000,7500,2,1
14058864,90000,7500,2,1
11012132,90000,7500,2,1
13285142,90000,7500,2,1
12976837,90000,7500,2,1
9496661,90000,7500,2,1
20275493,90000,7500,2,1
30376132,90000,7500,2,1
16042122,90000,7500,2,1
13775430,90000,7500,2,1
17835502,90000,7500,2,1
10424734,90000,7500,2,1
8597801,90000,7500,2,1
11801251,90000,7500,2,1
9181646,90000,7500,2,1
13782140,90000,7500,2,1
10258936,90000,7500,2,1
10792648,90000,7500,2,1
15199316,90000,7500,2,1
853520795,90000,7500,1,2
437333166,90000,7500,1,2
248736581,90000,7500,1,2
181344509,90000,7500,1,2
153666144,90000,7500,1,2
147339380,90000,7500,1,2
69753901,90000,7500,1,2
48881536,90000,7500,1,2
53415317,90000,7500,1,2
24518733,90000,7500,1,2
22263488,90000,7500,1,2
17717075,90000,7500,1,2
27000963,90000,7500,1,2
20053640,90000,7500,1,2
10416050,90000,7500,1,2
9254281,90000,7500,1,2
15511175,90000,7500,1,2
17917611,90000,7500,1,2
14155579,90000,7500,1,2
16277792,90000,7500,1,2
7510246,90000,7500,1,2
10956077,90000,7500,1,2
15757898,90000,7500,1,2
7876975,90000,7500,1,2
8190806,90000,7500,1,2
14961673,90000,7500,1,2
8347525,90000,7500,1,2
8132382,90000,7500,1,2
16204762,90000,7500,1,2
8395686,90000,7500,1,2
