time_ns,n,partition_ancestors,node1_consumers,node2_consumers,chunks
2403838061,300000,2,1,0,20000
3077435471,300000,2,1,0,20000
2816031542,300000,2,1,0,20000
2838604519,300000,2,1,0,20000
3146065104,300000,2,1,0,20000
2827425800,300000,2,1,0,20000
1714980543,300000,2,2,2,40000
2549620126,300000,2,2,2,40000
2441660884,300000,2,2,2,40000
2416076308,300000,2,2,2,40000
2508567009,300000,2,2,2,40000
2450884768,300000,2,2,2,40000
1398472134,300000,2,1,2,40000
1822472393,300000,2,1,2,40000
1811359203,300000,2,1,2,40000
2384293263,300000,2,1,2,40000
1796295287,300000,2,1,2,40000
1717600148,300000,2,1,2,40000
1936521546,300000,2,2,1,40000
2447875933,300000,2,2,1,40000
1808963425,300000,2,2,1,40000
2616233342,300000,2,2,1,40000
2643539451,300000,2,2,1,40000
1657753850,300000,2,2,1,40000
1491211927,300000,2,1,1,40000
2360416800,300000,2,1,1,40000
1734284934,300000,2,1,1,40000
1731287546,300000,2,1,1,40000
1900881729,300000,2,1,1,40000
1755039661,300000,2,1,1,40000
1584320422,300000,2,0,1,40000
2003611234,300000,2,0,1,40000
2018931347,300000,2,0,1,40000
2024365172,300000,2,0,1,40000
1989956995,300000,2,0,1,40000
1966289753,300000,2,0,1,40000
2292283376,300000,2,1,0,40000
3190146005,300000,2,1,0,40000
2908607511,300000,2,1,0,40000
2933336649,300000,2,1,0,40000
2921919496,300000,2,1,0,40000
2905215367,300000,2,1,0,40000
6563862157,900000,3,2,2,20000
6698120090,900000,3,2,2,20000
5604593152,900000,3,2,2,20000
6627979723,900000,3,2,2,20000
7293024728,900000,3,2,2,20000
6614863141,900000,3,2,2,20000
5655540450,900000,3,1,2,20000
5856916097,900000,3,1,2,20000
6083570779,900000,3,1,2,20000
6171005043,900000,3,1,2,20000
5902469046,900000,3,1,2,20000
5590180191,900000,3,1,2,20000
7858207741,900000,3,2,1,20000
6903585812,900000,3,2,1,20000
7719755914,900000,3,2,1,20000
7159248399,900000,3,2,1,20000
7179322961,900000,3,2,1,20000
7178831094,900000,3,2,1,20000
6095671651,900000,3,1,1,20000
6854687696,900000,3,1,1,20000
6853128408,900000,3,1,1,20000
6075458135,900000,3,1,1,20000
7655993236,900000,3,1,1,20000
5968082343,900000,3,1,1,20000
5725580549,900000,3,0,1,20000
6099130509,900000,3,0,1,20000
5669620631,900000,3,0,1,20000
6496519431,900000,3,0,1,20000
7327246185,900000,3,0,1,20000
5823133610,900000,3,0,1,20000
7968910937,900000,3,1,0,20000
9638982381,900000,3,1,0,20000
9175468161,900000,3,1,0,20000
9929775154,900000,3,1,0,20000
9319997268,900000,3,1,0,20000
9685437741,900000,3,1,0,20000
6709635537,900000,3,2,2,40000
8551773524,900000,3,2,2,40000
7089269092,900000,3,2,2,40000
5810319414,900000,3,2,2,40000
5600801514,900000,3,2,2,40000
7963506718,900000,3,2,2,40000
5293904641,900000,3,1,2,40000
5506903505,900000,3,1,2,40000
6999811701,900000,3,1,2,40000
5510326440,900000,3,1,2,40000
5962114016,900000,3,1,2,40000
6326072178,900000,3,1,2,40000
6882212895,900000,3,2,1,40000
8289989049,900000,3,2,1,40000
6851241866,900000,3,2,1,40000
6496987611,900000,3,2,1,40000
7432256595,900000,3,2,1,40000
6099164064,900000,3,2,1,40000
5770086206,900000,3,1,1,40000
6941802996,900000,3,1,1,40000
6041620382,900000,3,1,1,40000
6757007918,900000,3,1,1,40000
6291299641,900000,3,1,1,40000
7338082256,900000,3,1,1,40000
5684084515,900000,3,0,1,40000
5548098733,900000,3,0,1,40000
6772517908,900000,3,0,1,40000
6043838914,900000,3,0,1,40000
5481496570,900000,3,0,1,40000
5743943050,900000,3,0,1,40000
8199408181,900000,3,1,0,40000
11473614858,900000,3,1,0,40000
9241439504,900000,3,1,0,40000
10037059758,900000,3,1,0,40000
10091115764,900000,3,1,0,40000
9390095002,900000,3,1,0,40000
4176715198,600000,3,2,2,20000
4617728681,600000,3,2,2,20000
4561534672,600000,3,2,2,20000
4772530145,600000,3,2,2,20000
4270233056,600000,3,2,2,20000
4783608202,600000,3,2,2,20000
2861798448,600000,3,1,2,20000
3519018982,600000,3,1,2,20000
3472622834,600000,3,1,2,20000
4070811454,600000,3,1,2,20000
4116046623,600000,3,1,2,20000
3595861924,600000,3,1,2,20000
5286652961,600000,3,2,1,20000
3959686658,600000,3,2,1,20000
4658131632,600000,3,2,1,20000
4249070151,600000,3,2,1,20000
4170948592,600000,3,2,1,20000
5685412083,600000,3,2,1,20000
4965313125,600000,3,1,1,20000
4265585981,600000,3,1,1,20000
4707442269,600000,3,1,1,20000
3848516465,600000,3,1,1,20000
4573051304,600000,3,1,1,20000
4334237721,600000,3,1,1,20000
3603307034,600000,3,0,1,20000
4004210475,600000,3,0,1,20000
3633454603,600000,3,0,1,20000
4376057059,600000,3,0,1,20000
4056983522,600000,3,0,1,20000
4278954021,600000,3,0,1,20000
5868877620,600000,3,1,0,20000
5753761834,600000,3,1,0,20000
6141202886,600000,3,1,0,20000
5894276265,600000,3,1,0,20000
6322551739,600000,3,1,0,20000
5826344561,600000,3,1,0,20000
4502299853,600000,3,2,2,40000
4557802248,600000,3,2,2,40000
5265092929,600000,3,2,2,40000
4631886234,600000,3,2,2,40000
4612934756,600000,3,2,2,40000
3774980400,600000,3,2,2,40000
4183765158,600000,3,1,2,40000
3814497123,600000,3,1,2,40000
3679447309,600000,3,1,2,40000
3426679867,600000,3,1,2,40000
3284237839,600000,3,1,2,40000
4579873094,600000,3,1,2,40000
4337448277,600000,3,2,1,40000
4870788637,600000,3,2,1,40000
4298694223,600000,3,2,1,40000
4830579116,600000,3,2,1,40000
5284713521,600000,3,2,1,40000
6360759449,600000,3,2,1,40000
3245920387,600000,3,1,1,40000
5348568178,600000,3,1,1,40000
4573301184,600000,3,1,1,40000
4609506688,600000,3,1,1,40000
3547793586,600000,3,1,1,40000
5228456351,600000,3,1,1,40000
4903230531,600000,3,0,1,40000
3734767327,600000,3,0,1,40000
4050181074,600000,3,0,1,40000
3909535584,600000,3,0,1,40000
3946091633,600000,3,0,1,40000
4034073818,600000,3,0,1,40000
7174922608,600000,3,1,0,40000
5908551456,600000,3,1,0,40000
6386518112,600000,3,1,0,40000
5659049442,600000,3,1,0,40000
5871562755,600000,3,1,0,40000
6122924863,600000,3,1,0,40000
2144044345,300000,3,2,2,20000
2041455768,300000,3,2,2,20000
1914219373,300000,3,2,2,20000
2233435022,300000,3,2,2,20000
1803256427,300000,3,2,2,20000
1722612768,300000,3,2,2,20000
1601435888,300000,3,1,2,20000
1908738176,300000,3,1,2,20000
2045880201,300000,3,1,2,20000
1804395299,300000,3,1,2,20000
1564239544,300000,3,1,2,20000
1672483012,300000,3,1,2,20000
2124224797,300000,3,2,1,20000
2164737096,300000,3,2,1,20000
2401538604,300000,3,2,1,20000
1999683800,300000,3,2,1,20000
1944466814,300000,3,2,1,20000
2375108854,300000,3,2,1,20000
1819589485,300000,3,1,1,20000
2146285773,300000,3,1,1,20000
1695853396,300000,3,1,1,20000
1774446294,300000,3,1,1,20000
2165521083,300000,3,1,1,20000
2162491325,300000,3,1,1,20000
1837274189,300000,3,0,1,20000
1938652443,300000,3,0,1,20000
1957594842,300000,3,0,1,20000
1900682771,300000,3,0,1,20000
1824006022,300000,3,0,1,20000
2057152478,300000,3,0,1,20000
3801153558,300000,3,1,0,20000
2787069429,300000,3,1,0,20000
3294169523,300000,3,1,0,20000
2805566148,300000,3,1,0,20000
2556478628,300000,3,1,0,20000
2714550652,300000,3,1,0,20000
2109199173,300000,3,2,2,40000
1731097668,300000,3,2,2,40000
1526563967,300000,3,2,2,40000
1847644053,300000,3,2,2,40000
1809296993,300000,3,2,2,40000
2240544590,300000,3,2,2,40000
1503845325,300000,3,1,2,40000
1773376899,300000,3,1,2,40000
1614257586,300000,3,1,2,40000
1888230961,300000,3,1,2,40000
1712904912,300000,3,1,2,40000
2045552552,300000,3,1,2,40000
2123433310,300000,3,2,1,40000
2215121865,300000,3,2,1,40000
2130507744,300000,3,2,1,40000
2258726294,300000,3,2,1,40000
2322332254,300000,3,2,1,40000
2549651706,300000,3,2,1,40000
1808743545,300000,3,1,1,40000
1959312428,300000,3,1,1,40000
1985555458,300000,3,1,1,40000
2168625054,300000,3,1,1,40000
1616058070,300000,3,1,1,40000
2262060014,300000,3,1,1,40000
1819580800,300000,3,0,1,40000
1920539032,300000,3,0,1,40000
1688218802,300000,3,0,1,40000
1815410986,300000,3,0,1,40000
1945092898,300000,3,0,1,40000
1856750694,300000,3,0,1,40000
2549285372,300000,3,1,0,40000
2812414782,300000,3,1,0,40000
2844145719,300000,3,1,0,40000
2782399852,300000,3,1,0,40000
2660659260,300000,3,1,0,40000
2573728706,300000,3,1,0,40000
7846422676,900000,5,2,2,20000
6084946507,900000,5,2,2,20000
6824795141,900000,5,2,2,20000
6874676595,900000,5,2,2,20000
7879076554,900000,5,2,2,20000
7000774907,900000,5,2,2,20000
7708759572,900000,5,1,2,20000
7180622894,900000,5,1,2,20000
6409908629,900000,5,1,2,20000
6832503555,900000,5,1,2,20000
7404041756,900000,5,1,2,20000
7706362214,900000,5,1,2,20000
7879941466,900000,5,2,1,20000
9272757131,900000,5,2,1,20000
9278531631,900000,5,2,1,20000
9896692965,900000,5,2,1,20000
8167862779,900000,5,2,1,20000
8983582465,900000,5,2,1,20000
7086441450,900000,5,1,1,20000
7356402124,900000,5,1,1,20000
5509068350,900000,5,1,1,20000
6279713533,900000,5,1,1,20000
6158016758,900000,5,1,1,20000
6433233618,900000,5,1,1,20000
7327213420,900000,5,0,1,20000
7230299865,900000,5,0,1,20000
7458214216,900000,5,0,1,20000
6708585879,900000,5,0,1,20000
7355758671,900000,5,0,1,20000
7406937296,900000,5,0,1,20000
10082412958,900000,5,1,0,20000
10569565602,900000,5,1,0,20000
9387891865,900000,5,1,0,20000
9693025755,900000,5,1,0,20000
10956690454,900000,5,1,0,20000
10593454303,900000,5,1,0,20000
8164896182,900000,5,2,2,40000
7267003157,900000,5,2,2,40000
7078146822,900000,5,2,2,40000
8693248002,900000,5,2,2,40000
6520417210,900000,5,2,2,40000
6445873727,900000,5,2,2,40000
6022112690,900000,5,1,2,40000
5845270381,900000,5,1,2,40000
6751942005,900000,5,1,2,40000
6559124683,900000,5,1,2,40000
5637263610,900000,5,1,2,40000
7191150266,900000,5,1,2,40000
9765445052,900000,5,2,1,40000
8818747469,900000,5,2,1,40000
7096392871,900000,5,2,1,40000
8565194461,900000,5,2,1,40000
8419959529,900000,5,2,1,40000
10170305139,900000,5,2,1,40000
7827026306,900000,5,1,1,40000
8123036579,900000,5,1,1,40000
7017901031,900000,5,1,1,40000
6574278208,900000,5,1,1,40000
7710055163,900000,5,1,1,40000
8231847311,900000,5,1,1,40000
8128518170,900000,5,0,1,40000
7142063062,900000,5,0,1,40000
7041974478,900000,5,0,1,40000
6774077197,900000,5,0,1,40000
7940825578,900000,5,0,1,40000
7295881977,900000,5,0,1,40000
10384681309,900000,5,1,0,40000
9748655261,900000,5,1,0,40000
9679599685,900000,5,1,0,40000
10794994170,900000,5,1,0,40000
13325613867,900000,5,1,0,40000
9662108411,900000,5,1,0,40000
4763791812,600000,5,2,2,20000
4399957997,600000,5,2,2,20000
3761984221,600000,5,2,2,20000
5809097642,600000,5,2,2,20000
5801098687,600000,5,2,2,20000
5039388032,600000,5,2,2,20000
3834799460,600000,5,1,2,20000
4006063857,600000,5,1,2,20000
4354918629,600000,5,1,2,20000
3869480018,600000,5,1,2,20000
4007715914,600000,5,1,2,20000
4326785899,600000,5,1,2,20000
5775507400,600000,5,2,1,20000
6888049767,600000,5,2,1,20000
5103935882,600000,5,2,1,20000
5213759955,600000,5,2,1,20000
5733404232,600000,5,2,1,20000
5846139240,600000,5,2,1,20000
3958509889,600000,5,1,1,20000
5087482818,600000,5,1,1,20000
4946666003,600000,5,1,1,20000
4478113505,600000,5,1,1,20000
4966291726,600000,5,1,1,20000
4125094051,600000,5,1,1,20000
5452901974,600000,5,0,1,20000
5046164426,600000,5,0,1,20000
5396829156,600000,5,0,1,20000
5196897923,600000,5,0,1,20000
4876693013,600000,5,0,1,20000
4989212879,600000,5,0,1,20000
7977928759,600000,5,1,0,20000
7154739093,600000,5,1,0,20000
6305881954,600000,5,1,0,20000
6880074893,600000,5,1,0,20000
6168216086,600000,5,1,0,20000
6364450029,600000,5,1,0,20000
4423247063,600000,5,2,2,40000
4135327328,600000,5,2,2,40000
3698559454,600000,5,2,2,40000
4141442899,600000,5,2,2,40000
4334437468,600000,5,2,2,40000
4627596019,600000,5,2,2,40000
6522034923,600000,5,1,2,40000
5274877369,600000,5,1,2,40000
6049829742,600000,5,1,2,40000
5406564251,600000,5,1,2,40000
5743350521,600000,5,1,2,40000
5992903854,600000,5,1,2,40000
5163782575,600000,5,2,1,40000
6558378197,600000,5,2,1,40000
5317203180,600000,5,2,1,40000
6090557578,600000,5,2,1,40000
5564241914,600000,5,2,1,40000
4481850272,600000,5,2,1,40000
4452524982,600000,5,1,1,40000
4430938897,600000,5,1,1,40000
4768121503,600000,5,1,1,40000
4865677722,600000,5,1,1,40000
4450955824,600000,5,1,1,40000
5002310511,600000,5,1,1,40000
8311514736,600000,5,0,1,40000
7178943994,600000,5,0,1,40000
7418634331,600000,5,0,1,40000
7540851396,600000,5,0,1,40000
6740996587,600000,5,0,1,40000
7351753469,600000,5,0,1,40000
7312128583,600000,5,1,0,40000
6582734685,600000,5,1,0,40000
6503760452,600000,5,1,0,40000
6420634563,600000,5,1,0,40000
6779471152,600000,5,1,0,40000
6569367434,600000,5,1,0,40000
3314902934,300000,5,2,2,20000
2957473652,300000,5,2,2,20000
3181550178,300000,5,2,2,20000
3040622437,300000,5,2,2,20000
3119715886,300000,5,2,2,20000
2841213861,300000,5,2,2,20000
4413813168,300000,5,1,2,20000
3902762744,300000,5,1,2,20000
3969605314,300000,5,1,2,20000
3550241868,300000,5,1,2,20000
3901735982,300000,5,1,2,20000
3523632108,300000,5,1,2,20000
3069682450,300000,5,2,1,20000
3225688318,300000,5,2,1,20000
2718928505,300000,5,2,1,20000
2836034258,300000,5,2,1,20000
2903193029,300000,5,2,1,20000
2672715523,300000,5,2,1,20000
3073579883,300000,5,1,1,20000
3062861054,300000,5,1,1,20000
4061310450,300000,5,1,1,20000
3082311110,300000,5,1,1,20000
3009356523,300000,5,1,1,20000
3009538505,300000,5,1,1,20000
5524822695,300000,5,0,1,20000
5360249818,300000,5,0,1,20000
5493655865,300000,5,0,1,20000
5243566453,300000,5,0,1,20000
5567776564,300000,5,0,1,20000
4971869639,300000,5,0,1,20000
3058973886,300000,5,1,0,20000
3170831744,300000,5,1,0,20000
3090030183,300000,5,1,0,20000
3068018946,300000,5,1,0,20000
3168648345,300000,5,1,0,20000
3951082147,300000,5,1,0,20000
4242767860,300000,5,2,2,40000
2793038150,300000,5,2,2,40000
2949093362,300000,5,2,2,40000
3155433865,300000,5,2,2,40000
2540322422,300000,5,2,2,40000
2966388442,300000,5,2,2,40000
4156263643,300000,5,1,2,40000
3803023915,300000,5,1,2,40000
3553173331,300000,5,1,2,40000
3685560511,300000,5,1,2,40000
3341450320,300000,5,1,2,40000
3373382189,300000,5,1,2,40000
2830672673,300000,5,2,1,40000
2565008925,300000,5,2,1,40000
2502536707,300000,5,2,1,40000
2558859801,300000,5,2,1,40000
2613047655,300000,5,2,1,40000
2392285902,300000,5,2,1,40000
2962875897,300000,5,1,1,40000
2949710367,300000,5,1,1,40000
2812866778,300000,5,1,1,40000
2859626102,300000,5,1,1,40000
2600420574,300000,5,1,1,40000
2744271488,300000,5,1,1,40000
5900948047,300000,5,0,1,40000
4795928953,300000,5,0,1,40000
5029365555,300000,5,0,1,40000
5039024857,300000,5,0,1,40000
4999226277,300000,5,0,1,40000
5184843633,300000,5,0,1,40000
3550325556,300000,5,1,0,40000
3289149007,300000,5,1,0,40000
3183355006,300000,5,1,0,40000
2998186488,300000,5,1,0,40000
3055289621,300000,5,1,0,40000
3099426971,300000,5,1,0,40000
