time_ns,n,split,node1_consumers,node2_consumers
6466598848,1240000,620000,1,0
450705154,1240000,620000,1,0
430842971,1240000,620000,1,0
210757041,1240000,620000,1,0
157528444,1240000,620000,1,0
110627008,1240000,620000,1,0
147626762,1240000,620000,1,0
45779933,1240000,620000,1,0
56523236,1240000,620000,1,0
44399863,1240000,620000,1,0
32139905,1240000,620000,1,0
26400932,1240000,620000,1,0
29136990,1240000,620000,1,0
22008870,1240000,620000,1,0
22133613,1240000,620000,1,0
28541698,1240000,620000,1,0
5146450388,1240000,620000,0,1
248776847,1240000,620000,0,1
250442720,1240000,620000,0,1
129707572,1240000,620000,0,1
221177038,1240000,620000,0,1
81176975,1240000,620000,0,1
68063553,1240000,620000,0,1
48669946,1240000,620000,0,1
52341579,1240000,620000,0,1
28599727,1240000,620000,0,1
25065075,1240000,620000,0,1
24000417,1240000,620000,0,1
24894541,1240000,620000,0,1
21816229,1240000,620000,0,1
20297599,1240000,620000,0,1
19373079,1240000,620000,0,1
6299053452,1240000,620000,1,1
249359902,1240000,620000,1,1
194588597,1240000,620000,1,1
108711648,1240000,620000,1,1
95978772,1240000,620000,1,1
197135961,1240000,620000,1,1
76149749,1240000,620000,1,1
47371591,1240000,620000,1,1
36668553,1240000,620000,1,1
31922789,1240000,620000,1,1
26617653,1240000,620000,1,1
28360504,1240000,620000,1,1
16305030,1240000,620000,1,1
23831856,1240000,620000,1,1
20098642,1240000,620000,1,1
21096586,1240000,620000,1,1
4488895889,1240000,620000,1,1
578780802,1240000,620000,1,1
197781783,1240000,620000,1,1
109549717,1240000,620000,1,1
228146073,1240000,620000,1,1
66900995,1240000,620000,1,1
32994554,1240000,620000,1,1
24417674,1240000,620000,1,1
40169651,1240000,620000,1,1
19315050,1240000,620000,1,1
24892567,1240000,620000,1,1
22856017,1240000,620000,1,1
21081192,1240000,620000,1,1
19883894,1240000,620000,1,1
23314330,1240000,620000,1,1
19295707,1240000,620000,1,1
4860879849,1240000,620000,2,0
305167444,1240000,620000,2,0
191453439,1240000,620000,2,0
239917322,1240000,620000,2,0
120508558,1240000,620000,2,0
83776052,1240000,620000,2,0
60258029,1240000,620000,2,0
42794388,1240000,620000,2,0
34810434,1240000,620000,2,0
37146999,1240000,620000,2,0
29731494,1240000,620000,2,0
19582695,1240000,620000,2,0
23216430,1240000,620000,2,0
19552298,1240000,620000,2,0
19529402,1240000,620000,2,0
18025380,1240000,620000,2,0
5023829882,1240000,620000,0,2
244414390,1240000,620000,0,2
155913889,1240000,620000,0,2
101755246,1240000,620000,0,2
65645273,1240000,620000,0,2
64995898,1240000,620000,0,2
65653957,1240000,620000,0,2
44232091,1240000,620000,0,2
20811177,1240000,620000,0,2
28021409,1240000,620000,0,2
26325929,1240000,620000,0,2
23866200,1240000,620000,0,2
20665513,1240000,620000,0,2
12407597,1240000,620000,0,2
19463084,1240000,620000,0,2
17455746,1240000,620000,0,2
6187715093,1240000,620000,1,2
272956877,1240000,620000,1,2
172678417,1240000,620000,1,2
139054620,1240000,620000,1,2
106719706,1240000,620000,1,2
44428681,1240000,620000,1,2
60754633,1240000,620000,1,2
60665813,1240000,620000,1,2
30780363,1240000,620000,1,2
21996238,1240000,620000,1,2
24392805,1240000,620000,1,2
22850096,1240000,620000,1,2
14363222,1240000,620000,1,2
22026238,1240000,620000,1,2
16714787,1240000,620000,1,2
16153049,1240000,620000,1,2
4689421232,1240000,620000,2,1
283128968,1240000,620000,2,1
186963081,1240000,620000,2,1
123655952,1240000,620000,2,1
177231145,1240000,620000,2,1
101556289,1240000,620000,2,1
42019480,1240000,620000,2,1
45688350,1240000,620000,2,1
41196413,1240000,620000,2,1
25100209,1240000,620000,2,1
26473172,1240000,620000,2,1
21565557,1240000,620000,2,1
18735153,1240000,620000,2,1
21072112,1240000,620000,2,1
12444704,1240000,620000,2,1
17128492,1240000,620000,2,1
4828447430,1240000,620000,2,2
238106968,1240000,620000,2,2
351392267,1240000,620000,2,2
181442409,1240000,620000,2,2
90079528,1240000,620000,2,2
48619023,1240000,620000,2,2
56024658,1240000,620000,2,2
50389901,1240000,620000,2,2
29110147,1240000,620000,2,2
16688733,1240000,620000,2,2
24288194,1240000,620000,2,2
21209093,1240000,620000,2,2
17587990,1240000,620000,2,2
18428426,1240000,620000,2,2
21403312,1240000,620000,2,2
18485271,1240000,620000,2,2
3591422885,1240000,620000,2,2
237095207,1240000,620000,2,2
292840772,1240000,620000,2,2
323574159,1240000,620000,2,2
73736601,1240000,620000,2,2
64390342,1240000,620000,2,2
57183664,1240000,620000,2,2
48037546,1240000,620000,2,2
29915057,1240000,620000,2,2
27347164,1240000,620000,2,2
