time_ns,n,split,node1_consumers,node2_consumers
1112610660,90000,7500,1,0
260043202,90000,7500,1,0
172713945,90000,7500,1,0
132598770,90000,7500,1,0
72838529,90000,7500,1,0
72877610,90000,7500,1,0
45668611,90000,7500,1,0
36266691,90000,7500,1,0
20616958,90000,7500,1,0
22523632,90000,7500,1,0
15491042,90000,7500,1,0
20810388,90000,7500,1,0
18350264,90000,7500,1,0
17676415,90000,7500,1,0
15671445,90000,7500,1,0
16884138,90000,7500,1,0
10166564,90000,7500,1,0
19150436,90000,7500,1,0
17587594,90000,7500,1,0
15594863,90000,7500,1,0
16099756,90000,7500,1,0
14950620,90000,7500,1,0
9360865,90000,7500,1,0
9295730,90000,7500,1,0
15388800,90000,7500,1,0
21227251,90000,7500,1,0
13759639,90000,7500,1,0
15241950,90000,7500,1,0
15365904,90000,7500,1,0
14500202,90000,7500,1,0
9682987,90000,7500,1,0
402097974,90000,7500,0,1
290215640,90000,7500,0,1
114842614,90000,7500,0,1
102770955,90000,7500,0,1
55245803,90000,7500,0,1
28254709,90000,7500,0,1
33554712,90000,7500,0,1
27218868,90000,7500,0,1
18086567,90000,7500,0,1
16866769,90000,7500,0,1
13223559,90000,7500,0,1
11762960,90000,7500,0,1
11956785,90000,7500,0,1
16539516,90000,7500,0,1
11494920,90000,7500,0,1
7650384,90000,7500,0,1
7018774,90000,7500,0,1
9499819,90000,7500,0,1
7368528,90000,7500,0,1
8530692,90000,7500,0,1
8857551,90000,7500,0,1
6938638,90000,7500,0,1
7594329,90000,7500,0,1
9073877,90000,7500,0,1
15173658,90000,7500,0,1
14333616,90000,7500,0,1
9080588,90000,7500,0,1
6495326,90000,7500,0,1
7953558,90000,7500,0,1
12139557,90000,7500,0,1
7520509,90000,7500,0,1
359933618,90000,7500,1,1
184300053,90000,7500,1,1
103674948,90000,7500,1,1
71810583,90000,7500,1,1
37125287,90000,7500,1,1
36873037,90000,7500,1,1
36351169,90000,7500,1,1
22407179,90000,7500,1,1
17157309,90000,7500,1,1
16275818,90000,7500,1,1
11352413,90000,7500,1,1
14407830,90000,7500,1,1
9539296,90000,7500,1,1
13840564,90000,7500,1,1
8006850,90000,7500,1,1
8122513,90000,7500,1,1
8303707,90000,7500,1,1
11285304,90000,7500,1,1
8460031,90000,7500,1,1
9710225,90000,7500,1,1
8028956,90000,7500,1,1
9161119,90000,7500,1,1
6900741,90000,7500,1,1
9105457,90000,7500,1,1
13231455,90000,7500,1,1
8368447,90000,7500,1,1
7154965,90000,7500,1,1
6257683,90000,7500,1,1
11959549,90000,7500,1,1
10555399,90000,7500,1,1
6618490,90000,7500,1,1
388335966,90000,7500,2,1
186050799,90000,7500,2,1
121429919,90000,7500,2,1
79057921,90000,7500,2,1
53467030,90000,7500,2,1
37114234,90000,7500,2,1
20605904,90000,7500,2,1
30284153,90000,7500,2,1
16494513,90000,7500,2,1
10591322,90000,7500,2,1
13576078,90000,7500,2,1
13412648,90000,7500,2,1
11594793,90000,7500,2,1
13942411,90000,7500,2,1
9581140,90000,7500,2,1
