time_ns,n,partition_ancestors,node1_consumers,node2_consumers,chunks
6417916664,900000,2,1,1,2000
5174064801,900000,2,1,0,2000
8726008465,900000,2,1,0,2000
7997027877,900000,2,1,0,2000
7901061737,900000,2,1,0,2000
8627675760,900000,2,1,0,2000
7744661508,900000,2,1,0,2000
3971006305,900000,2,0,1,2000
5860657207,900000,2,0,1,2000
6549101810,900000,2,0,1,2000
5971244344,900000,2,0,1,2000
5943698618,900000,2,0,1,2000
6754186197,900000,2,0,1,2000
4100474261,900000,2,1,1,20000
5774548537,900000,2,1,1,20000
7322892414,900000,2,1,1,20000
6257428728,900000,2,1,1,20000
8537551230,900000,2,1,1,20000
5809448185,900000,2,1,1,20000
5364853865,900000,2,1,0,20000
8362723363,900000,2,1,0,20000
8380316089,900000,2,1,0,20000
9040287683,900000,2,1,0,20000
8116985749,900000,2,1,0,20000
8425968121,900000,2,1,0,20000
4286731912,900000,2,0,1,20000
7018645148,900000,2,0,1,20000
6194326478,900000,2,0,1,20000
6159138262,900000,2,0,1,20000
7450698443,900000,2,0,1,20000
6304107522,900000,2,0,1,20000
2553910341,600000,2,1,1,2000
3715482278,600000,2,1,1,2000
4830587406,600000,2,1,1,2000
3664212859,600000,2,1,1,2000
4441551141,600000,2,1,1,2000
4083907902,600000,2,1,1,2000
3148292717,600000,2,1,0,2000
5130853156,600000,2,1,0,2000
5148613260,600000,2,1,0,2000
5332781463,600000,2,1,0,2000
5105690575,600000,2,1,0,2000
5575897104,600000,2,1,0,2000
2678367649,600000,2,0,1,2000
3846662687,600000,2,0,1,2000
4046070078,600000,2,0,1,2000
3943652826,600000,2,0,1,2000
4398920577,600000,2,0,1,2000
3805778527,600000,2,0,1,2000
2694471748,600000,2,1,1,20000
3638679996,600000,2,1,1,20000
4719468531,600000,2,1,1,20000
3685899212,600000,2,1,1,20000
4728821107,600000,2,1,1,20000
3708594168,600000,2,1,1,20000
3554129826,600000,2,1,0,20000
5483099676,600000,2,1,0,20000
5894258500,600000,2,1,0,20000
5229193757,600000,2,1,0,20000
5174286260,600000,2,1,0,20000
5310525081,600000,2,1,0,20000
3381550889,600000,2,0,1,20000
3913107738,600000,2,0,1,20000
3990845593,600000,2,0,1,20000
3948087917,600000,2,0,1,20000
4004853139,600000,2,0,1,20000
4532128062,600000,2,0,1,20000
1236021468,300000,2,1,1,2000
1829792761,300000,2,1,1,2000
2183566200,300000,2,1,1,2000
1689356492,300000,2,1,1,2000
2262291736,300000,2,1,1,2000
1731779808,300000,2,1,1,2000
1738000779,300000,2,1,0,2000
2620866601,300000,2,1,0,2000
2500922941,300000,2,1,0,2000
2831937473,300000,2,1,0,2000
2435197138,300000,2,1,0,2000
2550748340,300000,2,1,0,2000
1370211108,300000,2,0,1,2000
1892692896,300000,2,0,1,2000
1891398884,300000,2,0,1,2000
1847788139,300000,2,0,1,2000
1903743320,300000,2,0,1,2000
1929821341,300000,2,0,1,2000
1228909532,300000,2,1,1,20000
1794369270,300000,2,1,1,20000
2258954069,300000,2,1,1,20000
2130604065,300000,2,1,1,20000
2425012415,300000,2,1,1,20000
1737110207,300000,2,1,1,20000
1663271364,300000,2,1,0,20000
2509435869,300000,2,1,0,20000
2500438180,300000,2,1,0,20000
2510932786,300000,2,1,0,20000
2500857017,300000,2,1,0,20000
2503220031,300000,2,1,0,20000
1199170537,300000,2,0,1,20000
1979888331,300000,2,0,1,20000
1949593124,300000,2,0,1,20000
1932184749,300000,2,0,1,20000
1939061411,300000,2,0,1,20000
1968237483,300000,2,0,1,20000
5099504344,900000,3,1,1,2000
5972313740,900000,3,1,1,2000
6110448183,900000,3,1,1,2000
6582127154,900000,3,1,1,2000
6293558044,900000,3,1,1,2000
7092687291,900000,3,1,1,2000
5590568631,900000,3,1,0,2000
7179278748,900000,3,1,0,2000
7131467003,900000,3,1,0,2000
8422140561,900000,3,1,0,2000
7114589970,900000,3,1,0,2000
6901361358,900000,3,1,0,2000
4646655266,900000,3,0,1,2000
5643347205,900000,3,0,1,2000
6386092959,900000,3,0,1,2000
5798702908,900000,3,0,1,2000
5621089245,900000,3,0,1,2000
5744279384,900000,3,0,1,2000
4327655548,900000,3,1,1,20000
6954694170,900000,3,1,1,20000
6291307537,900000,3,1,1,20000
6300788803,900000,3,1,1,20000
6123619240,900000,3,1,1,20000
6247571260,900000,3,1,1,20000
7861999774,900000,3,1,0,20000
7348283953,900000,3,1,0,20000
7889839594,900000,3,1,0,20000
7463980821,900000,3,1,0,20000
7998087010,900000,3,1,0,20000
7378295330,900000,3,1,0,20000
4500069083,900000,3,0,1,20000
5399414418,900000,3,0,1,20000
6222925021,900000,3,0,1,20000
5551090200,900000,3,0,1,20000
5719630777,900000,3,0,1,20000
5535141240,900000,3,0,1,20000
2693355771,600000,3,1,1,2000
3903075392,600000,3,1,1,2000
4029535301,600000,3,1,1,2000
3933097822,600000,3,1,1,2000
4199315807,600000,3,1,1,2000
3174514825,600000,3,1,1,2000
4452953688,600000,3,1,0,2000
4697124908,600000,3,1,0,2000
4735297090,600000,3,1,0,2000
4722045897,600000,3,1,0,2000
4588614980,600000,3,1,0,2000
4751066829,600000,3,1,0,2000
3132617324,600000,3,0,1,2000
3622428654,600000,3,0,1,2000
3717322634,600000,3,0,1,2000
3595421376,600000,3,0,1,2000
3789512183,600000,3,0,1,2000
4545734536,600000,3,0,1,2000
2735783036,600000,3,1,1,20000
4659092076,600000,3,1,1,20000
3177024292,600000,3,1,1,20000
3111993261,600000,3,1,1,20000
3156890912,600000,3,1,1,20000
3173424111,600000,3,1,1,20000
4105206604,600000,3,1,0,20000
4742584299,600000,3,1,0,20000
4808443135,600000,3,1,0,20000
4711543396,600000,3,1,0,20000
4669547601,600000,3,1,0,20000
4915645234,600000,3,1,0,20000
3052026167,600000,3,0,1,20000
3789961021,600000,3,0,1,20000
4008691753,600000,3,0,1,20000
3626993225,600000,3,0,1,20000
3480475334,600000,3,0,1,20000
3701428546,600000,3,0,1,20000
1257179242,300000,3,1,1,2000
1875243072,300000,3,1,1,2000
1979654635,300000,3,1,1,2000
1494075491,300000,3,1,1,2000
1566545713,300000,3,1,1,2000
1957849460,300000,3,1,1,2000
1863774600,300000,3,1,0,2000
2291462281,300000,3,1,0,2000
2288080796,300000,3,1,0,2000
2289752195,300000,3,1,0,2000
2301036316,300000,3,1,0,2000
2292383644,300000,3,1,0,2000
1503702423,300000,3,0,1,2000
1782195763,300000,3,0,1,2000
1725187371,300000,3,0,1,2000
1715791767,300000,3,0,1,2000
2289908913,300000,3,0,1,2000
1793319217,300000,3,0,1,2000
1364190674,300000,3,1,1,20000
2030586933,300000,3,1,1,20000
2093282978,300000,3,1,1,20000
1997105644,300000,3,1,1,20000
1956443732,300000,3,1,1,20000
1896013984,300000,3,1,1,20000
1770750978,300000,3,1,0,20000
2369137370,300000,3,1,0,20000
2260506252,300000,3,1,0,20000
2328662967,300000,3,1,0,20000
2255721012,300000,3,1,0,20000
2273439665,300000,3,1,0,20000
1466782015,300000,3,0,1,20000
1642835601,300000,3,0,1,20000
1682882087,300000,3,0,1,20000
2115579625,300000,3,0,1,20000
1754633062,300000,3,0,1,20000
1734435731,300000,3,0,1,20000
