time_ns,n,split,node1_consumers,node2_consumers
516372139,10000,1000,1,1
1698756043,10000,1000,1,1
135238508,10000,1000,1,1
761658152,10000,1000,1,1
165417262,10000,1000,1,1
98361917,10000,1000,1,1
165872811,10000,1000,1,1
1687505082,10000,1000,1,1
60014069,10000,1000,1,1
512043632,10000,1000,1,1
153993398,10000,1000,1,1
99128930,10000,1000,1,1
183213287,10000,1000,2,2
2197277679,10000,1000,2,2
65651195,10000,1000,2,2
716164023,10000,1000,2,2
147277797,10000,1000,2,2
129082672,10000,1000,2,2
240333790,30000,1000,1,1
2117449192,30000,1000,1,1
139300554,30000,1000,1,1
1345866858,30000,1000,1,1
988263489,30000,1000,1,1
126997567,30000,1000,1,1
253896840,30000,1000,1,1
2159597759,30000,1000,1,1
162701731,30000,1000,1,1
1333807436,30000,1000,1,1
1064660750,30000,1000,1,1
111787197,30000,1000,1,1
403047364,30000,1000,2,2
2657271852,30000,1000,2,2
1912500997,30000,1000,2,2
63244363,30000,1000,2,2
1374865684,30000,1000,2,2
483311661,30000,1000,2,2
408016166,90000,1000,1,1
1896379924,90000,1000,1,1
181228846,90000,1000,1,1
1776538900,90000,1000,1,1
109592350,90000,1000,1,1
861486590,90000,1000,1,1
394911429,90000,1000,1,1
1873089674,90000,1000,1,1
362916794,90000,1000,1,1
1534307119,90000,1000,1,1
96233389,90000,1000,1,1
906023040,90000,1000,1,1
365724304,90000,1000,2,2
3021573453,90000,1000,2,2
1938504804,90000,1000,2,2
2307693098,90000,1000,2,2
1393789530,90000,1000,2,2
97663593,90000,1000,2,2
8608317681,270000,1000,1,1
1930874157,270000,1000,1,1
2029196599,270000,1000,1,1
1700999050,270000,1000,1,1
1348323824,270000,1000,1,1
1006239524,270000,1000,1,1
8143653536,270000,1000,1,1
2200081636,270000,1000,1,1
1797933133,270000,1000,1,1
1646316565,270000,1000,1,1
1499631297,270000,1000,1,1
1018471454,270000,1000,1,1
13931680251,270000,1000,2,2
268971809,270000,1000,2,2
2505311846,270000,1000,2,2
2304920721,270000,1000,2,2
110311992,270000,1000,2,2
1214452358,270000,1000,2,2
172831582,10000,2500,1,1
671971801,10000,2500,1,1
103463753,10000,2500,1,1
93560097,10000,2500,1,1
88596821,10000,2500,1,1
87784808,10000,2500,1,1
363289445,10000,2500,1,1
671335059,10000,2500,1,1
98764964,10000,2500,1,1
97569641,10000,2500,1,1
90081501,10000,2500,1,1
86110249,10000,2500,1,1
177362993,10000,2500,2,2
728666757,10000,2500,2,2
163923897,10000,2500,2,2
54842361,10000,2500,2,2
131418843,10000,2500,2,2
88268778,10000,2500,2,2
235696979,30000,2500,1,1
1698282729,30000,2500,1,1
150168206,30000,2500,1,1
441569694,30000,2500,1,1
163065696,30000,2500,1,1
97529770,30000,2500,1,1
248202475,30000,2500,1,1
1449738790,30000,2500,1,1
130248784,30000,2500,1,1
440130017,30000,2500,1,1
113033445,30000,2500,1,1
133654350,30000,2500,1,1
220279361,30000,2500,2,2
1954132431,30000,2500,2,2
1298166434,30000,2500,2,2
111707062,30000,2500,2,2
186560035,30000,2500,2,2
98702198,30000,2500,2,2
389688797,90000,2500,1,1
1863395634,90000,2500,1,1
148413118,90000,2500,1,1
930383474,90000,2500,1,1
105397666,90000,2500,1,1
134833093,90000,2500,1,1
422757959,90000,2500,1,1
1659781321,90000,2500,1,1
361483037,90000,2500,1,1
947373013,90000,2500,1,1
97438582,90000,2500,1,1
164510506,90000,2500,1,1
377502659,90000,2500,2,2
2151278656,90000,2500,2,2
1667143533,90000,2500,2,2
117657229,90000,2500,2,2
408068669,90000,2500,2,2
100443864,90000,2500,2,2
5126310296,270000,2500,1,1
251469482,270000,2500,1,1
1390574237,270000,2500,1,1
1289711535,270000,2500,1,1
99036557,270000,2500,1,1
163244916,270000,2500,1,1
5031557244,270000,2500,1,1
209553822,270000,2500,1,1
1450889111,270000,2500,1,1
1025385224,270000,2500,1,1
108202807,270000,2500,1,1
153068088,270000,2500,1,1
8633786593,270000,2500,2,2
1783041331,270000,2500,2,2
1974715044,270000,2500,2,2
139692153,270000,2500,2,2
618622804,270000,2500,2,2
75469188,270000,2500,2,2
162084331,10000,7500,1,1
107771338,10000,7500,1,1
88026398,10000,7500,1,1
97226993,10000,7500,1,1
66660587,10000,7500,1,1
87802965,10000,7500,1,1
147331879,10000,7500,1,1
94269475,10000,7500,1,1
99663825,10000,7500,1,1
65651590,10000,7500,1,1
130079038,10000,7500,1,1
88459052,10000,7500,1,1
170492648,10000,7500,2,2
129518089,10000,7500,2,2
108269521,10000,7500,2,2
98955237,10000,7500,2,2
88659588,10000,7500,2,2
88746435,10000,7500,2,2
235025892,30000,7500,1,1
327521330,30000,7500,1,1
150884294,30000,7500,1,1
96281156,30000,7500,1,1
98594824,30000,7500,1,1
98822599,30000,7500,1,1
225901486,30000,7500,1,1
269975675,30000,7500,1,1
127491409,30000,7500,1,1
123598317,30000,7500,1,1
70884878,30000,7500,1,1
76818861,30000,7500,1,1
245369701,30000,7500,2,2
256122874,30000,7500,2,2
193689735,30000,7500,2,2
99322755,30000,7500,2,2
109654722,30000,7500,2,2
98545085,30000,7500,2,2
428864845,90000,7500,1,1
758861696,90000,7500,1,1
141065511,90000,7500,1,1
