time_ns,n,split,node1_consumers,node2_consumers
6508280022,200000,30000,1,0
5406533065,200000,30000,1,0
5452340631,200000,30000,1,0
5387831467,200000,30000,1,0
5387659353,200000,30000,1,0
5263995506,200000,30000,1,0
5290100766,200000,30000,0,1
4587497030,200000,30000,0,1
4609660643,200000,30000,0,1
4473861975,200000,30000,0,1
4553455187,200000,30000,0,1
4357444282,200000,30000,0,1
3085185729,200000,30000,1,1
2903556205,200000,30000,1,1
2854846783,200000,30000,1,1
2724753534,200000,30000,1,1
3122820252,200000,30000,1,1
3067750116,200000,30000,1,1
2996256917,200000,30000,1,1
2784923137,200000,30000,1,1
2795182863,200000,30000,1,1
3241542930,200000,30000,1,1
3520200884,200000,30000,1,1
3376447080,200000,30000,1,1
3966926496,150000,30000,1,0
4082984566,150000,30000,1,0
4065815413,150000,30000,1,0
3826193369,150000,30000,1,0
4009837337,150000,30000,1,0
4136305140,150000,30000,1,0
3377673193,150000,30000,0,1
3340769365,150000,30000,0,1
3232906838,150000,30000,0,1
3280360540,150000,30000,0,1
3245268644,150000,30000,0,1
3324175373,150000,30000,0,1
2232653009,150000,30000,1,1
2331357576,150000,30000,1,1
2260827584,150000,30000,1,1
2157553314,150000,30000,1,1
2247034391,150000,30000,1,1
2301033552,150000,30000,1,1
2313777087,150000,30000,1,1
2214591707,150000,30000,1,1
2277149194,150000,30000,1,1
2307474402,150000,30000,1,1
2206039699,150000,30000,1,1
2218151228,150000,30000,1,1
2683833451,100000,30000,1,0
2789679560,100000,30000,1,0
2671830084,100000,30000,1,0
2790145767,100000,30000,1,0
2676733752,100000,30000,1,0
2712831882,100000,30000,1,0
2204490673,100000,30000,0,1
2169741427,100000,30000,0,1
2187154539,100000,30000,0,1
2143439183,100000,30000,0,1
2113691899,100000,30000,0,1
2164275625,100000,30000,0,1
1535527707,100000,30000,1,1
1519021745,100000,30000,1,1
1517447061,100000,30000,1,1
1647160555,100000,30000,1,1
1606400742,100000,30000,1,1
1485041880,100000,30000,1,1
1540277419,100000,30000,1,1
1551040460,100000,30000,1,1
1512613660,100000,30000,1,1
1479604106,100000,30000,1,1
1504275215,100000,30000,1,1
1462818658,100000,30000,1,1
