time_ns,n,split,node1_consumers,node2_consumers
50994824740,4960000,620000,1,0
42776433105,4960000,620000,1,0
43412367569,4960000,620000,1,0
39007321552,4960000,620000,1,0
38892229847,4960000,620000,1,0
32617962377,4960000,620000,1,0
41181086339,4960000,620000,1,0
41633451840,4960000,620000,1,0
45384691178,4960000,620000,1,0
36774196018,4960000,620000,1,0
38222137876,4960000,620000,1,0
36087247938,4960000,620000,1,0
41930559931,4960000,620000,1,0
37349564939,4960000,620000,1,0
34060628705,4960000,620000,1,0
36807859290,4960000,620000,1,0
40070753030,4960000,620000,0,1
39230890816,4960000,620000,0,1
45496017695,4960000,620000,0,1
41850579858,4960000,620000,0,1
39776249543,4960000,620000,0,1
36525376538,4960000,620000,0,1
36749185420,4960000,620000,0,1
34251893056,4960000,620000,0,1
39085625883,4960000,620000,0,1
38416021831,4960000,620000,0,1
36205140048,4960000,620000,0,1
34471892535,4960000,620000,0,1
37802876276,4960000,620000,0,1
34411028160,4960000,620000,0,1
33158714688,4960000,620000,0,1
40218203336,4960000,620000,0,1
38696530799,4960000,620000,1,1
35332305387,4960000,620000,1,1
33042795177,4960000,620000,1,1
33081678316,4960000,620000,1,1
34558377802,4960000,620000,1,1
37146203269,4960000,620000,1,1
32669736295,4960000,620000,1,1
38575002980,4960000,620000,1,1
34404826532,4960000,620000,1,1
36620524348,4960000,620000,1,1
38043729567,4960000,620000,1,1
30915573388,4960000,620000,1,1
35370160185,4960000,620000,1,1
35729391530,4960000,620000,1,1
34416336057,4960000,620000,1,1
37743514345,4960000,620000,1,1
30897850392,4960000,620000,1,1
33739035831,4960000,620000,1,1
34474646752,4960000,620000,1,1
31500839253,4960000,620000,1,1
38317610175,4960000,620000,1,1
36596195098,4960000,620000,1,1
36995635965,4960000,620000,1,1
34361805554,4960000,620000,1,1
33630688542,4960000,620000,1,1
35455592636,4960000,620000,1,1
32471102232,4960000,620000,1,1
32919470031,4960000,620000,1,1
34872473854,4960000,620000,1,1
36603417961,4960000,620000,1,1
32645004394,4960000,620000,1,1
36648735239,4960000,620000,1,1
27210510318,4960000,620000,2,0
33947426305,4960000,620000,2,0
35707702414,4960000,620000,2,0
33487630694,4960000,620000,2,0
33158561128,4960000,620000,2,0
35518096041,4960000,620000,2,0
34785726467,4960000,620000,2,0
30443145958,4960000,620000,2,0
34763856552,4960000,620000,2,0
34356578975,4960000,620000,2,0
35933669429,4960000,620000,2,0
34104240239,4960000,620000,2,0
33171558097,4960000,620000,2,0
36504851955,4960000,620000,2,0
32532804675,4960000,620000,2,0
36220666223,4960000,620000,2,0
25098185461,4960000,620000,0,2
36282155498,4960000,620000,0,2
36485567696,4960000,620000,0,2
40139671625,4960000,620000,0,2
40440864660,4960000,620000,0,2
39581744240,4960000,620000,0,2
38052021431,4960000,620000,0,2
